Instante,Pedidos Em Espera,Pedido Em Produção,Pedidos Prontos
14803,268,1,731
14804,268,1,731
14805,268,1,731
14806,268,1,731
14807,268,0,732
14808,267,1,732
14809,267,1,732
14810,267,1,732
14811,267,1,732
14812,267,1,732
14813,267,1,732
14814,267,1,732
14815,267,1,732
14816,267,1,732
14817,267,1,732
14818,267,1,732
14819,267,1,732
14820,267,1,732
14821,267,1,732
14822,267,1,732
14823,267,1,732
14824,267,1,732
14825,267,0,733
14826,266,1,733
14827,266,1,733
14828,266,1,733
14829,266,1,733
14830,266,1,733
14831,266,1,733
14832,266,1,733
14833,266,1,733
14834,266,1,733
14835,266,1,733
14836,266,0,734
14837,265,1,734
14838,265,1,734
14839,265,1,734
14840,265,1,734
14841,265,1,734
14842,265,1,734
14843,265,1,734
14844,265,1,734
14845,265,1,734
14846,265,1,734
14847,265,1,734
14848,265,1,734
14849,265,1,734
14850,265,1,734
14851,265,1,734
14852,265,1,734
14853,265,1,734
14854,265,1,734
14855,265,1,734
14856,265,1,734
14857,265,1,734
14858,265,1,734
14859,265,1,734
14860,265,1,734
14861,265,0,735
14862,264,1,735
14863,264,1,735
14864,264,1,735
14865,264,1,735
14866,264,1,735
14867,264,1,735
14868,264,1,735
14869,264,1,735
14870,264,1,735
14871,264,1,735
14872,264,1,735
14873,264,1,735
14874,264,1,735
14875,264,1,735
14876,264,1,735
14877,264,1,735
14878,264,1,735
14879,264,1,735
14880,264,1,735
14881,264,1,735
14882,264,1,735
14883,264,1,735
14884,264,1,735
14885,264,1,735
14886,264,1,735
14887,264,1,735
14888,264,1,735
14889,264,0,736
14890,263,1,736
14891,263,1,736
14892,263,1,736
14893,263,1,736
14894,263,1,736
14895,263,1,736
14896,263,1,736
14897,263,1,736
14898,263,1,736
14899,263,1,736
14900,263,1,736
14901,263,1,736
14902,263,1,736
14903,263,1,736
14904,263,1,736
14905,263,1,736
14906,263,1,736
14907,263,1,736
14908,263,1,736
14909,263,1,736
14910,263,1,736
14911,263,1,736
14912,263,0,737
14913,262,1,737
14914,262,1,737
14915,262,1,737
14916,262,1,737
14917,262,1,737
14918,262,1,737
14919,262,1,737
14920,262,1,737
14921,262,1,737
14922,262,1,737
14923,262,1,737
14924,262,1,737
14925,262,1,737
14926,262,1,737
14927,262,1,737
14928,262,1,737
14929,262,1,737
14930,262,1,737
14931,262,0,738
14932,261,1,738
14933,261,1,738
14934,261,1,738
14935,261,1,738
14936,261,1,738
14937,261,1,738
14938,261,1,738
14939,261,1,738
14940,261,1,738
14941,261,1,738
14942,261,1,738
14943,261,1,738
14944,261,1,738
14945,261,1,738
14946,261,1,738
14947,261,1,738
14948,261,1,738
14949,261,1,738
14950,261,1,738
14951,261,1,738
14952,261,1,738
14953,261,1,738
14954,261,1,738
14955,261,0,739
14956,260,1,739
14957,260,1,739
14958,260,1,739
14959,260,1,739
14960,260,1,739
14961,260,1,739
14962,260,1,739
14963,260,1,739
14964,260,1,739
14965,260,1,739
14966,260,1,739
14967,260,1,739
14968,260,1,739
14969,260,1,739
14970,260,1,739
14971,260,0,740
14972,259,1,740
14973,259,1,740
14974,259,1,740
14975,259,1,740
14976,259,1,740
14977,259,1,740
14978,259,1,740
14979,259,1,740
14980,259,1,740
14981,259,1,740
14982,259,1,740
14983,259,0,741
14984,258,1,741
14985,258,1,741
14986,258,1,741
14987,258,1,741
14988,258,1,741
14989,258,1,741
14990,258,1,741
14991,258,1,741
14992,258,1,741
14993,258,1,741
14994,258,1,741
14995,258,1,741
14996,258,1,741
14997,258,1,741
14998,258,1,741
14999,258,1,741
15000,258,1,741
15001,258,1,741
15002,258,1,741
15003,258,1,741
15004,258,1,741
15005,258,1,741
15006,258,1,741
15007,258,0,742
15008,257,1,742
15009,257,1,742
15010,257,1,742
15011,257,1,742
15012,257,1,742
15013,257,1,742
15014,257,1,742
15015,257,1,742
15016,257,1,742
15017,257,1,742
15018,257,1,742
15019,257,1,742
15020,257,1,742
15021,257,1,742
15022,257,1,742
15023,257,1,742
15024,257,1,742
15025,257,1,742
15026,257,0,743
15027,256,1,743
15028,256,1,743
15029,256,1,743
15030,256,1,743
15031,256,1,743
15032,256,1,743
15033,256,1,743
15034,256,1,743
15035,256,1,743
15036,256,1,743
15037,256,1,743
15038,256,1,743
15039,256,1,743
15040,256,1,743
15041,256,1,743
15042,256,1,743
15043,256,1,743
15044,256,0,744
15045,255,1,744
15046,255,1,744
15047,255,1,744
15048,255,1,744
15049,255,1,744
15050,255,1,744
15051,255,1,744
15052,255,1,744
15053,255,1,744
15054,255,1,744
15055,255,1,744
15056,255,1,744
15057,255,1,744
15058,255,1,744
15059,255,1,744
15060,255,1,744
15061,255,1,744
15062,255,1,744
15063,255,1,744
15064,255,1,744
15065,255,1,744
15066,255,0,745
15067,254,1,745
15068,254,1,745
15069,254,1,745
15070,254,1,745
15071,254,1,745
15072,254,1,745
15073,254,1,745
15074,254,1,745
15075,254,1,745
15076,254,1,745
15077,254,0,746
15078,253,1,746
15079,253,1,746
15080,253,1,746
15081,253,1,746
15082,253,1,746
15083,253,1,746
15084,253,1,746
15085,253,1,746
15086,253,1,746
15087,253,1,746
15088,253,1,746
15089,253,1,746
15090,253,1,746
15091,253,1,746
15092,253,1,746
15093,253,0,747
15094,252,1,747
15095,252,1,747
15096,252,1,747
15097,252,1,747
15098,252,1,747
15099,252,1,747
15100,252,1,747
15101,252,1,747
15102,252,1,747
15103,252,1,747
15104,252,0,748
15105,251,1,748
15106,251,1,748
15107,251,1,748
15108,251,1,748
15109,251,1,748
15110,251,1,748
15111,251,1,748
15112,251,1,748
15113,251,1,748
15114,251,1,748
15115,251,1,748
15116,251,1,748
15117,251,1,748
15118,251,1,748
15119,251,1,748
15120,251,1,748
15121,251,1,748
15122,251,1,748
15123,251,1,748
15124,251,1,748
15125,251,1,748
15126,251,1,748
15127,251,1,748
15128,251,1,748
15129,251,0,749
15130,250,1,749
15131,250,1,749
15132,250,1,749
15133,250,1,749
15134,250,1,749
15135,250,1,749
15136,250,1,749
15137,250,1,749
15138,250,1,749
15139,250,1,749
15140,250,1,749
15141,250,1,749
15142,250,1,749
15143,250,1,749
15144,250,1,749
15145,250,1,749
15146,250,1,749
15147,250,0,750
15148,249,1,750
15149,249,1,750
15150,249,1,750
15151,249,1,750
15152,249,1,750
15153,249,1,750
15154,249,1,750
15155,249,1,750
15156,249,1,750
15157,249,1,750
15158,249,1,750
15159,249,1,750
15160,249,1,750
15161,249,1,750
15162,249,1,750
15163,249,1,750
15164,249,1,750
15165,249,1,750
15166,249,1,750
15167,249,1,750
15168,249,1,750
15169,249,1,750
15170,249,1,750
15171,249,1,750
15172,249,1,750
15173,249,1,750
15174,249,0,751
15175,248,1,751
15176,248,1,751
15177,248,1,751
15178,248,1,751
15179,248,1,751
15180,248,1,751
15181,248,1,751
15182,248,1,751
15183,248,1,751
15184,248,1,751
15185,248,0,752
15186,247,1,752
15187,247,1,752
15188,247,1,752
15189,247,1,752
15190,247,1,752
15191,247,1,752
15192,247,1,752
15193,247,1,752
15194,247,1,752
15195,247,1,752
15196,247,1,752
15197,247,1,752
15198,247,1,752
15199,247,1,752
15200,247,1,752
15201,247,1,752
15202,247,1,752
15203,247,1,752
15204,247,1,752
15205,247,1,752
15206,247,1,752
15207,247,1,752
15208,247,1,752
15209,247,1,752
15210,247,1,752
15211,247,1,752
15212,247,0,753
15213,246,1,753
15214,246,1,753
15215,246,1,753
15216,246,1,753
15217,246,1,753
15218,246,1,753
15219,246,1,753
15220,246,1,753
15221,246,1,753
15222,246,1,753
15223,246,1,753
15224,246,1,753
15225,246,1,753
15226,246,1,753
15227,246,1,753
15228,246,1,753
15229,246,1,753
15230,246,1,753
15231,246,1,753
15232,246,1,753
15233,246,1,753
15234,246,1,753
15235,246,1,753
15236,246,1,753
15237,246,1,753
15238,246,1,753
15239,246,1,753
15240,246,1,753
15241,246,1,753
15242,246,0,754
15243,245,1,754
15244,245,1,754
15245,245,1,754
15246,245,1,754
15247,245,1,754
15248,245,1,754
15249,245,1,754
15250,245,1,754
15251,245,1,754
15252,245,1,754
15253,245,1,754
15254,245,1,754
15255,245,1,754
15256,245,1,754
15257,245,1,754
15258,245,1,754
15259,245,1,754
15260,245,1,754
15261,245,1,754
15262,245,1,754
15263,245,1,754
15264,245,1,754
15265,245,1,754
15266,245,1,754
15267,245,1,754
15268,245,1,754
15269,245,1,754
15270,245,0,755
15271,244,1,755
15272,244,1,755
15273,244,1,755
15274,244,1,755
15275,244,1,755
15276,244,1,755
15277,244,1,755
15278,244,1,755
15279,244,1,755
15280,244,1,755
15281,244,1,755
15282,244,1,755
15283,244,1,755
15284,244,1,755
15285,244,1,755
15286,244,1,755
15287,244,1,755
15288,244,1,755
15289,244,1,755
15290,244,1,755
15291,244,1,755
15292,244,1,755
15293,244,0,756
15294,243,1,756
15295,243,1,756
15296,243,1,756
15297,243,1,756
15298,243,1,756
15299,243,1,756
15300,243,1,756
15301,243,1,756
15302,243,1,756
15303,243,1,756
15304,243,1,756
15305,243,1,756
15306,243,0,757
15307,242,1,757
15308,242,1,757
15309,242,1,757
15310,242,1,757
15311,242,1,757
15312,242,1,757
15313,242,1,757
15314,242,1,757
15315,242,1,757
15316,242,1,757
15317,242,1,757
15318,242,1,757
15319,242,0,758
15320,241,1,758
15321,241,1,758
15322,241,1,758
15323,241,1,758
15324,241,1,758
15325,241,1,758
15326,241,1,758
15327,241,1,758
15328,241,1,758
15329,241,1,758
15330,241,0,759
15331,240,1,759
15332,240,1,759
15333,240,1,759
15334,240,1,759
15335,240,1,759
15336,240,1,759
15337,240,1,759
15338,240,1,759
15339,240,1,759
15340,240,1,759
15341,240,1,759
15342,240,1,759
15343,240,1,759
15344,240,1,759
15345,240,1,759
15346,240,1,759
15347,240,1,759
15348,240,1,759
15349,240,1,759
15350,240,0,760
15351,239,1,760
15352,239,1,760
15353,239,1,760
15354,239,1,760
15355,239,1,760
15356,239,1,760
15357,239,1,760
15358,239,1,760
15359,239,1,760
15360,239,1,760
15361,239,1,760
15362,239,1,760
15363,239,1,760
15364,239,1,760
15365,239,1,760
15366,239,1,760
15367,239,1,760
15368,239,1,760
15369,239,1,760
15370,239,1,760
15371,239,1,760
15372,239,1,760
15373,239,1,760
15374,239,1,760
15375,239,1,760
15376,239,1,760
15377,239,1,760
15378,239,1,760
15379,239,0,761
15380,238,1,761
15381,238,1,761
15382,238,1,761
15383,238,1,761
15384,238,1,761
15385,238,1,761
15386,238,1,761
15387,238,1,761
15388,238,1,761
15389,238,1,761
15390,238,1,761
15391,238,1,761
15392,238,1,761
15393,238,1,761
15394,238,1,761
15395,238,1,761
15396,238,1,761
15397,238,1,761
15398,238,1,761
15399,238,1,761
15400,238,1,761
15401,238,1,761
15402,238,1,761
15403,238,1,761
15404,238,1,761
15405,238,0,762
15406,237,1,762
15407,237,1,762
15408,237,1,762
15409,237,1,762
15410,237,1,762
15411,237,1,762
15412,237,1,762
15413,237,1,762
15414,237,1,762
15415,237,1,762
15416,237,1,762
15417,237,1,762
15418,237,1,762
15419,237,1,762
15420,237,0,763
15421,236,1,763
15422,236,1,763
15423,236,1,763
15424,236,1,763
15425,236,1,763
15426,236,1,763
15427,236,1,763
15428,236,1,763
15429,236,1,763
15430,236,1,763
15431,236,1,763
15432,236,1,763
15433,236,1,763
15434,236,1,763
15435,236,1,763
15436,236,1,763
15437,236,1,763
15438,236,1,763
15439,236,1,763
15440,236,1,763
15441,236,1,763
15442,236,1,763
15443,236,1,763
15444,236,1,763
15445,236,1,763
15446,236,1,763
15447,236,0,764
15448,235,1,764
15449,235,1,764
15450,235,1,764
15451,235,1,764
15452,235,1,764
15453,235,1,764
15454,235,1,764
15455,235,1,764
15456,235,1,764
15457,235,1,764
15458,235,1,764
15459,235,1,764
15460,235,1,764
15461,235,1,764
15462,235,1,764
15463,235,1,764
15464,235,1,764
15465,235,1,764
15466,235,1,764
15467,235,1,764
15468,235,1,764
15469,235,1,764
15470,235,1,764
15471,235,1,764
15472,235,1,764
15473,235,1,764
15474,235,1,764
15475,235,0,765
15476,234,1,765
15477,234,1,765
15478,234,1,765
15479,234,1,765
15480,234,1,765
15481,234,1,765
15482,234,1,765
15483,234,1,765
15484,234,1,765
15485,234,1,765
15486,234,1,765
15487,234,1,765
15488,234,1,765
15489,234,1,765
15490,234,1,765
15491,234,1,765
15492,234,1,765
15493,234,1,765
15494,234,1,765
15495,234,1,765
15496,234,1,765
15497,234,1,765
15498,234,1,765
15499,234,1,765
15500,234,1,765
15501,234,0,766
15502,233,1,766
15503,233,1,766
15504,233,1,766
15505,233,1,766
15506,233,1,766
15507,233,1,766
15508,233,1,766
15509,233,1,766
15510,233,1,766
15511,233,1,766
15512,233,1,766
15513,233,1,766
15514,233,1,766
15515,233,1,766
15516,233,1,766
15517,233,1,766
15518,233,1,766
15519,233,1,766
15520,233,1,766
15521,233,1,766
15522,233,1,766
15523,233,1,766
15524,233,1,766
15525,233,1,766
15526,233,1,766
15527,233,0,767
15528,232,1,767
15529,232,1,767
15530,232,1,767
15531,232,1,767
15532,232,1,767
15533,232,1,767
15534,232,1,767
15535,232,1,767
15536,232,1,767
15537,232,1,767
15538,232,1,767
15539,232,1,767
15540,232,1,767
15541,232,1,767
15542,232,1,767
15543,232,1,767
15544,232,1,767
15545,232,1,767
15546,232,1,767
15547,232,1,767
15548,232,1,767
15549,232,1,767
15550,232,1,767
15551,232,1,767
15552,232,1,767
15553,232,0,768
15554,231,1,768
15555,231,1,768
15556,231,1,768
15557,231,1,768
15558,231,1,768
15559,231,1,768
15560,231,1,768
15561,231,1,768
15562,231,1,768
15563,231,1,768
15564,231,1,768
15565,231,1,768
15566,231,1,768
15567,231,1,768
15568,231,1,768
15569,231,1,768
15570,231,1,768
15571,231,1,768
15572,231,1,768
15573,231,1,768
15574,231,1,768
15575,231,1,768
15576,231,1,768
15577,231,1,768
15578,231,1,768
15579,231,0,769
15580,230,1,769
15581,230,1,769
15582,230,1,769
15583,230,1,769
15584,230,1,769
15585,230,1,769
15586,230,1,769
15587,230,1,769
15588,230,1,769
15589,230,1,769
15590,230,1,769
15591,230,1,769
15592,230,1,769
15593,230,1,769
15594,230,1,769
15595,230,1,769
15596,230,1,769
15597,230,0,770
15598,229,1,770
15599,229,1,770
15600,229,1,770
15601,229,1,770
15602,229,1,770
15603,229,1,770
15604,229,1,770
15605,229,1,770
15606,229,1,770
15607,229,1,770
15608,229,1,770
15609,229,1,770
15610,229,1,770
15611,229,1,770
15612,229,1,770
15613,229,1,770
15614,229,0,771
15615,228,1,771
15616,228,1,771
15617,228,1,771
15618,228,1,771
15619,228,1,771
15620,228,1,771
15621,228,1,771
15622,228,1,771
15623,228,1,771
15624,228,1,771
15625,228,1,771
15626,228,1,771
15627,228,1,771
15628,228,1,771
15629,228,1,771
15630,228,1,771
15631,228,1,771
15632,228,1,771
15633,228,0,772
15634,227,1,772
15635,227,1,772
15636,227,1,772
15637,227,1,772
15638,227,1,772
15639,227,1,772
15640,227,1,772
15641,227,1,772
15642,227,1,772
15643,227,1,772
15644,227,0,773
15645,226,1,773
15646,226,1,773
15647,226,1,773
15648,226,1,773
15649,226,1,773
15650,226,1,773
15651,226,1,773
15652,226,1,773
15653,226,1,773
15654,226,1,773
15655,226,1,773
15656,226,1,773
15657,226,1,773
15658,226,1,773
15659,226,1,773
15660,226,1,773
15661,226,1,773
15662,226,1,773
15663,226,1,773
15664,226,1,773
15665,226,1,773
15666,226,1,773
15667,226,1,773
15668,226,1,773
15669,226,1,773
15670,226,1,773
15671,226,1,773
15672,226,1,773
15673,226,0,774
15674,225,1,774
15675,225,1,774
15676,225,1,774
15677,225,1,774
15678,225,1,774
15679,225,1,774
15680,225,1,774
15681,225,1,774
15682,225,1,774
15683,225,1,774
15684,225,1,774
15685,225,1,774
15686,225,1,774
15687,225,1,774
15688,225,1,774
15689,225,1,774
15690,225,1,774
15691,225,1,774
15692,225,1,774
15693,225,1,774
15694,225,1,774
15695,225,1,774
15696,225,1,774
15697,225,1,774
15698,225,1,774
15699,225,1,774
15700,225,1,774
15701,225,1,774
15702,225,1,774
15703,225,0,775
15704,224,1,775
15705,224,1,775
15706,224,1,775
15707,224,1,775
15708,224,1,775
15709,224,1,775
15710,224,1,775
15711,224,1,775
15712,224,1,775
15713,224,1,775
15714,224,1,775
15715,224,1,775
15716,224,1,775
15717,224,0,776
15718,223,1,776
15719,223,1,776
15720,223,1,776
15721,223,1,776
15722,223,1,776
15723,223,1,776
15724,223,1,776
15725,223,1,776
15726,223,1,776
15727,223,1,776
15728,223,1,776
15729,223,1,776
15730,223,1,776
15731,223,1,776
15732,223,1,776
15733,223,1,776
15734,223,1,776
15735,223,1,776
15736,223,1,776
15737,223,1,776
15738,223,1,776
15739,223,1,776
15740,223,1,776
15741,223,1,776
15742,223,1,776
15743,223,1,776
15744,223,1,776
15745,223,1,776
15746,223,0,777
15747,222,1,777
15748,222,1,777
15749,222,1,777
15750,222,1,777
15751,222,1,777
15752,222,1,777
15753,222,1,777
15754,222,1,777
15755,222,1,777
15756,222,1,777
15757,222,1,777
15758,222,1,777
15759,222,1,777
15760,222,1,777
15761,222,1,777
15762,222,1,777
15763,222,1,777
15764,222,1,777
15765,222,1,777
15766,222,0,778
15767,221,1,778
15768,221,1,778
15769,221,1,778
15770,221,1,778
15771,221,1,778
15772,221,1,778
15773,221,1,778
15774,221,1,778
15775,221,1,778
15776,221,1,778
15777,221,1,778
15778,221,1,778
15779,221,1,778
15780,221,1,778
15781,221,1,778
15782,221,1,778
15783,221,1,778
15784,221,1,778
15785,221,1,778
15786,221,1,778
15787,221,1,778
15788,221,1,778
15789,221,1,778
15790,221,1,778
15791,221,1,778
15792,221,0,779
15793,220,1,779
15794,220,1,779
15795,220,1,779
15796,220,1,779
15797,220,1,779
15798,220,1,779
15799,220,1,779
15800,220,1,779
15801,220,1,779
15802,220,1,779
15803,220,1,779
15804,220,1,779
15805,220,1,779
15806,220,1,779
15807,220,1,779
15808,220,1,779
15809,220,1,779
15810,220,1,779
15811,220,1,779
15812,220,1,779
15813,220,1,779
15814,220,1,779
15815,220,1,779
15816,220,1,779
15817,220,1,779
15818,220,1,779
15819,220,0,780
15820,219,1,780
15821,219,1,780
15822,219,1,780
15823,219,1,780
15824,219,1,780
15825,219,1,780
15826,219,1,780
15827,219,1,780
15828,219,1,780
15829,219,1,780
15830,219,1,780
15831,219,1,780
15832,219,1,780
15833,219,1,780
15834,219,1,780
15835,219,1,780
15836,219,1,780
15837,219,1,780
15838,219,1,780
15839,219,1,780
15840,219,1,780
15841,219,1,780
15842,219,0,781
15843,218,1,781
15844,218,1,781
15845,218,1,781
15846,218,1,781
15847,218,1,781
15848,218,1,781
15849,218,1,781
15850,218,1,781
15851,218,1,781
15852,218,1,781
15853,218,1,781
15854,218,1,781
15855,218,1,781
15856,218,1,781
15857,218,1,781
15858,218,1,781
15859,218,1,781
15860,218,1,781
15861,218,1,781
15862,218,1,781
15863,218,1,781
15864,218,1,781
15865,218,1,781
15866,218,1,781
15867,218,1,781
15868,218,1,781
15869,218,1,781
15870,218,1,781
15871,218,0,782
15872,217,1,782
15873,217,1,782
15874,217,1,782
15875,217,1,782
15876,217,1,782
15877,217,1,782
15878,217,1,782
15879,217,1,782
15880,217,1,782
15881,217,1,782
15882,217,1,782
15883,217,1,782
15884,217,1,782
15885,217,1,782
15886,217,1,782
15887,217,1,782
15888,217,1,782
15889,217,1,782
15890,217,1,782
15891,217,1,782
15892,217,1,782
15893,217,1,782
15894,217,1,782
15895,217,1,782
15896,217,0,783
15897,216,1,783
15898,216,1,783
15899,216,1,783
15900,216,1,783
15901,216,1,783
15902,216,1,783
15903,216,1,783
15904,216,1,783
15905,216,1,783
15906,216,1,783
15907,216,1,783
15908,216,1,783
15909,216,1,783
15910,216,1,783
15911,216,1,783
15912,216,1,783
15913,216,1,783
15914,216,1,783
15915,216,1,783
15916,216,1,783
15917,216,1,783
15918,216,1,783
15919,216,1,783
15920,216,1,783
15921,216,1,783
15922,216,1,783
15923,216,1,783
15924,216,0,784
15925,215,1,784
15926,215,1,784
15927,215,1,784
15928,215,1,784
15929,215,1,784
15930,215,1,784
15931,215,1,784
15932,215,1,784
15933,215,1,784
15934,215,1,784
15935,215,1,784
15936,215,1,784
15937,215,1,784
15938,215,0,785
15939,214,1,785
15940,214,1,785
15941,214,1,785
15942,214,1,785
15943,214,1,785
15944,214,1,785
15945,214,1,785
15946,214,1,785
15947,214,1,785
15948,214,1,785
15949,214,1,785
15950,214,1,785
15951,214,1,785
15952,214,1,785
15953,214,1,785
15954,214,1,785
15955,214,1,785
15956,214,1,785
15957,214,1,785
15958,214,1,785
15959,214,1,785
15960,214,1,785
15961,214,1,785
15962,214,1,785
15963,214,0,786
15964,213,1,786
15965,213,1,786
15966,213,1,786
15967,213,1,786
15968,213,1,786
15969,213,1,786
15970,213,1,786
15971,213,1,786
15972,213,1,786
15973,213,1,786
15974,213,1,786
15975,213,1,786
15976,213,1,786
15977,213,1,786
15978,213,1,786
15979,213,1,786
15980,213,1,786
15981,213,1,786
15982,213,1,786
15983,213,0,787
15984,212,1,787
15985,212,1,787
15986,212,1,787
15987,212,1,787
15988,212,1,787
15989,212,1,787
15990,212,1,787
15991,212,1,787
15992,212,1,787
15993,212,1,787
15994,212,1,787
15995,212,0,788
15996,211,1,788
15997,211,1,788
15998,211,1,788
15999,211,1,788
16000,211,1,788
16001,211,1,788
16002,211,1,788
16003,211,1,788
16004,211,1,788
16005,211,0,789
16006,210,1,789
16007,210,1,789
16008,210,1,789
16009,210,1,789
16010,210,1,789
16011,210,1,789
16012,210,1,789
16013,210,1,789
16014,210,1,789
16015,210,1,789
16016,210,1,789
16017,210,1,789
16018,210,1,789
16019,210,1,789
16020,210,0,790
16021,209,1,790
16022,209,1,790
16023,209,1,790
16024,209,1,790
16025,209,1,790
16026,209,1,790
16027,209,1,790
16028,209,1,790
16029,209,1,790
16030,209,1,790
16031,209,1,790
16032,209,1,790
16033,209,1,790
16034,209,1,790
16035,209,1,790
16036,209,1,790
16037,209,1,790
16038,209,1,790
16039,209,1,790
16040,209,1,790
16041,209,1,790
16042,209,1,790
16043,209,1,790
16044,209,1,790
16045,209,1,790
16046,209,0,791
16047,208,1,791
16048,208,1,791
16049,208,1,791
16050,208,1,791
16051,208,1,791
16052,208,1,791
16053,208,1,791
16054,208,1,791
16055,208,1,791
16056,208,0,792
16057,207,1,792
16058,207,1,792
16059,207,1,792
16060,207,1,792
16061,207,1,792
16062,207,1,792
16063,207,1,792
16064,207,1,792
16065,207,1,792
16066,207,1,792
16067,207,1,792
16068,207,1,792
16069,207,1,792
16070,207,1,792
16071,207,1,792
16072,207,1,792
16073,207,1,792
16074,207,1,792
16075,207,1,792
16076,207,1,792
16077,207,1,792
16078,207,1,792
16079,207,1,792
16080,207,1,792
16081,207,1,792
16082,207,1,792
16083,207,1,792
16084,207,1,792
16085,207,0,793
16086,206,1,793
16087,206,1,793
16088,206,1,793
16089,206,1,793
16090,206,1,793
16091,206,1,793
16092,206,1,793
16093,206,1,793
16094,206,1,793
16095,206,1,793
16096,206,1,793
16097,206,1,793
16098,206,1,793
16099,206,1,793
16100,206,1,793
16101,206,1,793
16102,206,1,793
16103,206,1,793
16104,206,1,793
16105,206,1,793
16106,206,1,793
16107,206,0,794
16108,205,1,794
16109,205,1,794
16110,205,1,794
16111,205,1,794
16112,205,1,794
16113,205,1,794
16114,205,1,794
16115,205,1,794
16116,205,1,794
16117,205,1,794
16118,205,1,794
16119,205,1,794
16120,205,1,794
16121,205,1,794
16122,205,1,794
16123,205,1,794
16124,205,1,794
16125,205,0,795
16126,204,1,795
16127,204,1,795
16128,204,1,795
16129,204,1,795
16130,204,1,795
16131,204,1,795
16132,204,1,795
16133,204,1,795
16134,204,1,795
16135,204,1,795
16136,204,1,795
16137,204,1,795
16138,204,1,795
16139,204,1,795
16140,204,1,795
16141,204,1,795
16142,204,1,795
16143,204,0,796
16144,203,1,796
16145,203,1,796
16146,203,1,796
16147,203,1,796
16148,203,1,796
16149,203,1,796
16150,203,1,796
16151,203,1,796
16152,203,1,796
16153,203,1,796
16154,203,1,796
16155,203,1,796
16156,203,1,796
16157,203,1,796
16158,203,1,796
16159,203,1,796
16160,203,1,796
16161,203,1,796
16162,203,0,797
16163,202,1,797
16164,202,1,797
16165,202,1,797
16166,202,1,797
16167,202,1,797
16168,202,1,797
16169,202,1,797
16170,202,1,797
16171,202,1,797
16172,202,0,798
16173,201,1,798
16174,201,1,798
16175,201,1,798
16176,201,1,798
16177,201,1,798
16178,201,1,798
16179,201,1,798
16180,201,1,798
16181,201,1,798
16182,201,1,798
16183,201,1,798
16184,201,1,798
16185,201,1,798
16186,201,1,798
16187,201,1,798
16188,201,1,798
16189,201,1,798
16190,201,0,799
16191,200,1,799
16192,200,1,799
16193,200,1,799
16194,200,1,799
16195,200,1,799
16196,200,1,799
16197,200,1,799
16198,200,1,799
16199,200,1,799
16200,200,1,799
16201,200,1,799
16202,200,1,799
16203,200,1,799
16204,200,1,799
16205,200,1,799
16206,200,1,799
16207,200,1,799
16208,200,1,799
16209,200,1,799
16210,200,1,799
16211,200,1,799
16212,200,1,799
16213,200,0,800
16214,199,1,800
16215,199,1,800
16216,199,1,800
16217,199,1,800
16218,199,1,800
16219,199,1,800
16220,199,1,800
16221,199,1,800
16222,199,1,800
16223,199,0,801
16224,198,1,801
16225,198,1,801
16226,198,1,801
16227,198,1,801
16228,198,1,801
16229,198,1,801
16230,198,1,801
16231,198,1,801
16232,198,1,801
16233,198,1,801
16234,198,1,801
16235,198,1,801
16236,198,1,801
16237,198,1,801
16238,198,0,802
16239,197,1,802
16240,197,1,802
16241,197,1,802
16242,197,1,802
16243,197,1,802
16244,197,1,802
16245,197,1,802
16246,197,1,802
16247,197,1,802
16248,197,1,802
16249,197,1,802
16250,197,1,802
16251,197,1,802
16252,197,1,802
16253,197,1,802
16254,197,1,802
16255,197,1,802
16256,197,0,803
16257,196,1,803
16258,196,1,803
16259,196,1,803
16260,196,1,803
16261,196,1,803
16262,196,1,803
16263,196,1,803
16264,196,1,803
16265,196,1,803
16266,196,1,803
16267,196,0,804
16268,195,1,804
16269,195,1,804
16270,195,1,804
16271,195,1,804
16272,195,1,804
16273,195,1,804
16274,195,1,804
16275,195,1,804
16276,195,1,804
16277,195,1,804
16278,195,1,804
16279,195,1,804
16280,195,1,804
16281,195,1,804
16282,195,1,804
16283,195,1,804
16284,195,1,804
16285,195,1,804
16286,195,1,804
16287,195,1,804
16288,195,1,804
16289,195,1,804
16290,195,1,804
16291,195,1,804
16292,195,1,804
16293,195,0,805
16294,194,1,805
16295,194,1,805
16296,194,1,805
16297,194,1,805
16298,194,1,805
16299,194,1,805
16300,194,1,805
16301,194,1,805
16302,194,1,805
16303,194,1,805
16304,194,1,805
16305,194,1,805
16306,194,1,805
16307,194,1,805
16308,194,1,805
16309,194,1,805
16310,194,1,805
16311,194,1,805
16312,194,1,805
16313,194,1,805
16314,194,0,806
16315,193,1,806
16316,193,1,806
16317,193,1,806
16318,193,1,806
16319,193,1,806
16320,193,1,806
16321,193,1,806
16322,193,1,806
16323,193,1,806
16324,193,1,806
16325,193,1,806
16326,193,1,806
16327,193,1,806
16328,193,1,806
16329,193,1,806
16330,193,1,806
16331,193,1,806
16332,193,1,806
16333,193,1,806
16334,193,1,806
16335,193,1,806
16336,193,1,806
16337,193,1,806
16338,193,1,806
16339,193,1,806
16340,193,1,806
16341,193,1,806
16342,193,0,807
16343,192,1,807
16344,192,1,807
16345,192,1,807
16346,192,1,807
16347,192,1,807
16348,192,1,807
16349,192,1,807
16350,192,1,807
16351,192,1,807
16352,192,1,807
16353,192,1,807
